call_id,rep_id,hcp_id,product_id,call_date,call_type,duration_min,samples_given
C008157,R031,H0122,P001,2025-05-11,F2F,19,1
C008158,R031,H0068,P005,2026-04-15,Virtual,19,0
C008159,R031,H0481,P003,2025-10-06,F2F,14,4
C008160,R031,H0119,P003,2025-10-19,Virtual,31,3
C008161,R031,H0151,P005,2026-03-11,F2F,8,2
C008162,R031,H0160,P001,2025-10-05,Virtual,25,6
C008163,R031,H0160,P002,2026-04-11,F2F,29,0
C008164,R031,H0397,P004,2025-08-12,F2F,18,8
C008165,R031,H0126,P001,2026-04-10,F2F,31,4
C008166,R031,H0178,P001,2025-10-21,Virtual,22,6
C008167,R031,H0354,P003,2025-12-14,Virtual,31,4
C008168,R031,H0121,P002,2025-11-20,Virtual,33,3
C008169,R031,H0397,P003,2025-10-02,Virtual,26,0
C008170,R031,H0129,P005,2025-12-20,Virtual,34,5
C008171,R031,H0374,P002,2025-12-17,F2F,35,6
C008172,R031,H0485,P004,2026-04-13,F2F,16,3
C008173,R031,H0089,P003,2025-05-09,F2F,25,6
C008174,R031,H0411,P005,2025-05-12,F2F,33,5
C008175,R031,H0160,P001,2026-03-16,F2F,10,6
C008176,R031,H0123,P004,2026-01-10,Virtual,12,7
C008177,R031,H0093,P003,2025-09-06,F2F,14,2
C008178,R031,H0214,P004,2026-02-22,F2F,24,7
C008179,R031,H0132,P005,2025-08-13,Virtual,25,8
C008180,R031,H0068,P001,2026-01-08,Virtual,18,3
C008181,R031,H0122,P001,2026-01-13,F2F,26,8
C008182,R031,H0483,P001,2025-08-18,F2F,14,3
C008183,R031,H0251,P004,2025-07-17,F2F,9,0
C008184,R031,H0121,P002,2025-07-04,F2F,14,2
C008185,R031,H0411,P003,2025-12-09,F2F,17,1
C008186,R031,H0411,P005,2025-12-03,F2F,24,8
C008187,R031,H0121,P001,2025-08-30,Virtual,34,8
C008188,R031,H0214,P001,2025-12-22,F2F,14,5
C008189,R031,H0251,P005,2025-06-12,F2F,29,0
C008190,R031,H0079,P002,2025-07-02,F2F,15,1
C008191,R031,H0093,P005,2025-08-26,Virtual,8,8
C008192,R031,H0065,P002,2025-11-10,F2F,30,0
C008193,R031,H0411,P002,2025-05-30,F2F,9,6
C008194,R031,H0091,P001,2025-11-11,F2F,7,6
C008195,R031,H0093,P005,2025-05-30,F2F,14,0
C008196,R031,H0312,P004,2026-02-07,F2F,35,4
C008197,R031,H0160,P002,2025-07-27,F2F,30,2
C008198,R031,H0320,P005,2025-12-03,F2F,30,4
C008199,R031,H0397,P003,2025-09-04,Virtual,15,5
C008200,R031,H0079,P003,2025-08-21,Virtual,34,7
C008201,R031,H0065,P003,2025-09-08,F2F,30,8
C008202,R031,H0079,P004,2025-08-15,F2F,21,7
C008203,R031,H0214,P005,2026-02-27,F2F,17,7
C008204,R031,H0195,P005,2026-03-28,F2F,18,8
C008205,R031,H0160,P002,2025-07-09,F2F,20,7
C008206,R031,H0374,P001,2025-10-13,F2F,18,3
C008207,R031,H0324,P004,2026-04-17,F2F,31,0
C008208,R031,H0326,P005,2025-10-29,F2F,26,7
C008209,R031,H0122,P002,2025-09-24,Virtual,26,3
C008210,R031,H0008,P001,2026-02-14,F2F,5,1
C008211,R031,H0089,P001,2025-06-28,F2F,35,7
C008212,R031,H0359,P001,2026-03-15,F2F,27,6
C008213,R031,H0059,P004,2025-05-20,F2F,19,4
C008214,R031,H0103,P004,2026-01-16,F2F,8,2
C008215,R031,H0103,P002,2025-09-04,F2F,9,3
C008216,R031,H0304,P004,2025-12-23,F2F,23,7
C008217,R031,H0151,P002,2026-04-02,F2F,15,7
C008218,R031,H0411,P001,2026-01-17,F2F,13,5
C008219,R031,H0079,P001,2025-11-22,F2F,19,4
C008220,R031,H0128,P002,2026-04-28,F2F,16,2
C008221,R031,H0481,P003,2026-04-29,F2F,21,0
C008222,R031,H0103,P001,2026-04-28,F2F,34,8
C008223,R031,H0374,P005,2025-07-11,F2F,25,2
C008224,R031,H0126,P004,2025-10-24,F2F,25,3
C008225,R031,H0151,P003,2026-02-21,F2F,18,2
C008226,R031,H0128,P003,2026-02-10,Virtual,34,6
C008227,R031,H0160,P004,2025-05-11,F2F,29,8
C008228,R031,H0160,P004,2025-10-01,F2F,19,7
C008229,R031,H0008,P005,2026-01-27,F2F,35,6
C008230,R031,H0389,P003,2025-08-19,Virtual,31,8
C008231,R031,H0128,P005,2025-12-23,F2F,11,1
C008232,R031,H0121,P003,2026-01-02,F2F,11,7
C008233,R031,H0126,P002,2025-07-10,F2F,16,8
C008234,R031,H0119,P003,2025-10-17,F2F,31,5
C008235,R031,H0160,P001,2025-05-25,F2F,24,4
C008236,R031,H0262,P002,2026-03-27,Virtual,10,8
C008237,R031,H0326,P002,2026-01-24,F2F,25,7
C008238,R031,H0374,P004,2025-05-19,Virtual,9,8
C008239,R031,H0021,P003,2025-09-15,F2F,11,3
C008240,R031,H0009,P004,2026-04-26,F2F,24,6
C008241,R031,H0363,P004,2026-01-17,Virtual,10,7
C008242,R031,H0160,P001,2025-11-21,F2F,20,7
C008243,R031,H0065,P003,2025-10-07,Virtual,23,8
C008244,R031,H0065,P005,2025-12-11,F2F,25,2
C008245,R031,H0326,P003,2026-02-01,F2F,26,0
C008246,R031,H0093,P001,2025-05-10,F2F,33,5
C008247,R031,H0132,P002,2025-09-09,F2F,28,2
C008248,R031,H0320,P005,2026-02-27,F2F,28,1
C008249,R031,H0009,P001,2026-03-29,Virtual,7,5
C008250,R031,H0363,P003,2025-11-27,F2F,9,4
C008251,R031,H0326,P002,2025-06-27,F2F,28,3
C008252,R031,H0249,P002,2026-03-14,F2F,18,5
C008253,R031,H0249,P003,2025-05-25,F2F,18,5
C008254,R031,H0320,P004,2025-09-06,F2F,14,0
C008255,R031,H0068,P005,2025-05-01,F2F,15,6
C008256,R031,H0160,P002,2025-05-05,F2F,26,2
C008257,R031,H0481,P001,2026-04-26,F2F,10,6
C008258,R031,H0008,P005,2025-07-16,Virtual,12,4
C008259,R031,H0128,P005,2025-10-02,F2F,18,1
C008260,R031,H0326,P004,2025-12-18,F2F,12,0
C008261,R031,H0365,P001,2025-05-03,F2F,8,8
C008262,R031,H0448,P005,2025-09-18,F2F,22,4
C008263,R031,H0121,P001,2026-04-17,F2F,29,7
C008264,R031,H0251,P004,2025-05-31,Virtual,25,8
C008265,R031,H0009,P004,2026-03-18,F2F,25,3
C008266,R031,H0275,P004,2025-09-24,F2F,25,8
C008267,R031,H0222,P002,2025-05-31,F2F,28,0
C008268,R031,H0079,P003,2025-12-19,F2F,6,7
C008269,R031,H0399,P005,2025-06-07,F2F,21,0
C008270,R031,H0222,P002,2026-02-21,Virtual,5,1
C008271,R031,H0448,P002,2025-12-04,Virtual,34,3
C008272,R031,H0411,P001,2025-07-14,F2F,31,8
C008273,R031,H0126,P001,2026-01-14,F2F,26,1
C008274,R031,H0483,P003,2026-01-06,F2F,30,4
C008275,R031,H0399,P003,2025-07-03,F2F,34,6
C008276,R031,H0122,P004,2026-04-04,F2F,9,3
C008277,R031,H0068,P003,2025-07-14,Virtual,21,0
C008278,R031,H0397,P002,2025-07-17,F2F,35,6
C008279,R031,H0089,P002,2025-12-03,F2F,20,5
C008280,R031,H0320,P001,2025-12-07,F2F,11,7
C008281,R031,H0018,P004,2025-10-02,F2F,14,3
C008282,R031,H0262,P002,2025-12-13,F2F,31,0
C008283,R031,H0089,P004,2026-03-22,Virtual,33,7
C008284,R031,H0008,P004,2025-07-21,Virtual,14,8
C008285,R031,H0359,P004,2025-08-08,F2F,13,5
C008286,R031,H0251,P001,2026-02-27,Virtual,13,6
C008287,R031,H0093,P001,2026-04-18,F2F,24,3
C008288,R031,H0008,P002,2026-02-07,F2F,34,1
C008289,R031,H0485,P001,2025-06-26,F2F,6,3
C008290,R031,H0068,P005,2025-07-18,F2F,18,4
C008291,R031,H0119,P003,2025-10-23,F2F,10,7
C008292,R031,H0397,P005,2025-09-17,F2F,16,3
C008293,R031,H0275,P001,2026-01-21,Virtual,33,2
C008294,R031,H0126,P005,2026-01-03,Virtual,16,6
C008295,R031,H0222,P005,2025-06-13,F2F,16,5
C008296,R031,H0093,P004,2025-05-15,Virtual,15,5
C008297,R031,H0399,P005,2026-02-03,F2F,26,0
C008298,R031,H0275,P001,2026-01-31,F2F,28,3
C008299,R031,H0251,P005,2025-09-02,F2F,23,1
C008300,R031,H0249,P005,2026-04-13,F2F,26,8
C008301,R031,H0481,P003,2025-06-20,F2F,11,0
C008302,R031,H0129,P005,2026-02-03,F2F,5,4
C008303,R031,H0008,P004,2025-10-15,Virtual,15,7
C008304,R031,H0119,P003,2026-03-10,Virtual,15,8
C008305,R031,H0483,P002,2025-05-31,Virtual,5,0
C008306,R031,H0160,P005,2025-06-25,F2F,35,8
C008307,R031,H0121,P005,2025-10-14,Virtual,23,4
C008308,R031,H0320,P004,2025-07-07,F2F,16,4
C008309,R031,H0397,P005,2026-03-08,Virtual,26,3
C008310,R031,H0237,P001,2025-06-12,Virtual,26,4
C008311,R031,H0119,P002,2025-05-04,Virtual,15,8
C008312,R031,H0128,P003,2025-05-09,Virtual,17,1
C008313,R031,H0093,P005,2026-01-07,F2F,28,0
C008314,R031,H0089,P003,2026-03-21,F2F,8,0
C008315,R031,H0481,P002,2025-06-05,F2F,21,0
C008316,R031,H0324,P004,2025-11-21,F2F,11,6
C008317,R031,H0119,P001,2026-04-27,F2F,5,6
C008318,R031,H0326,P004,2025-05-31,Virtual,12,5
C008319,R031,H0009,P004,2025-06-27,F2F,12,7
C008320,R031,H0389,P003,2025-10-29,F2F,25,3
C008321,R031,H0481,P002,2025-09-14,Virtual,30,6
C008322,R031,H0359,P005,2025-12-12,Virtual,10,2
C008323,R031,H0326,P001,2026-01-20,F2F,5,2
C008324,R031,H0121,P002,2025-10-02,F2F,5,7
C008325,R031,H0119,P005,2025-08-04,Virtual,24,4
C008326,R031,H0262,P003,2025-10-29,F2F,29,7
C008327,R031,H0320,P003,2025-05-20,Virtual,10,2
C008328,R031,H0389,P005,2025-08-13,Virtual,9,1
C008329,R031,H0128,P005,2025-05-20,F2F,25,0
C008330,R031,H0389,P004,2025-07-24,F2F,17,0
C008331,R031,H0411,P002,2025-07-06,Virtual,26,0
C008332,R031,H0304,P004,2025-12-18,F2F,9,0
C008333,R031,H0483,P002,2026-04-21,Virtual,15,5
C008334,R031,H0326,P003,2026-01-17,F2F,5,6
C008335,R031,H0448,P004,2026-01-01,F2F,14,3
C008336,R031,H0214,P001,2026-02-25,F2F,17,3
C008337,R031,H0389,P004,2025-12-12,F2F,20,4
C008338,R031,H0128,P002,2026-02-21,F2F,13,2
C008339,R031,H0089,P002,2026-01-11,F2F,29,6
C008340,R031,H0123,P005,2025-08-29,F2F,27,8
C008341,R031,H0458,P004,2026-02-25,F2F,33,2
C008342,R031,H0363,P004,2026-02-04,F2F,9,1
C008343,R031,H0324,P002,2025-05-27,F2F,31,4
C008344,R031,H0122,P004,2025-07-09,F2F,21,7
C008345,R031,H0195,P001,2026-03-11,F2F,28,0
C008346,R031,H0251,P001,2025-06-05,F2F,23,8
C008347,R031,H0359,P002,2026-03-18,F2F,11,6
C008348,R031,H0065,P001,2026-04-16,F2F,18,2
C008349,R031,H0363,P002,2026-01-01,Virtual,19,4
C008350,R031,H0389,P004,2025-05-22,F2F,23,4
C008351,R031,H0093,P005,2025-07-20,F2F,5,2
C008352,R031,H0128,P001,2025-12-16,F2F,8,0
C008353,R031,H0195,P004,2025-07-14,Virtual,9,5
C008354,R031,H0389,P001,2026-02-02,F2F,14,8
C008355,R031,H0237,P002,2025-07-29,Virtual,24,6
C008356,R031,H0160,P001,2026-03-14,F2F,12,8
C008357,R031,H0237,P004,2025-07-01,F2F,27,2
C008358,R031,H0389,P004,2026-04-03,F2F,20,5
C008359,R031,H0326,P002,2025-06-11,F2F,27,2
C008360,R031,H0399,P002,2026-01-21,F2F,21,7
C008361,R031,H0397,P005,2025-12-08,Virtual,11,7
C008362,R031,H0068,P005,2025-11-30,F2F,15,3
C008363,R031,H0364,P001,2026-04-20,F2F,9,0
C008364,R031,H0458,P002,2026-04-10,Virtual,35,0
C008365,R031,H0079,P004,2025-07-06,Virtual,26,1
C008366,R031,H0119,P002,2025-10-27,Virtual,15,4
C008367,R031,H0275,P004,2025-06-01,F2F,21,6
C008368,R031,H0275,P001,2025-05-19,F2F,7,0
C008369,R031,H0363,P005,2026-04-20,F2F,16,4
C008370,R031,H0389,P004,2025-06-01,F2F,5,7
C008371,R031,H0122,P002,2026-03-04,F2F,17,4
C008372,R031,H0481,P004,2025-11-19,F2F,20,0
C008373,R031,H0021,P004,2026-04-19,F2F,35,1
C008374,R031,H0483,P002,2025-07-23,F2F,15,6
C008375,R031,H0103,P005,2025-05-13,F2F,10,7
C008376,R031,H0178,P004,2025-06-16,F2F,10,1
C008377,R031,H0320,P005,2026-03-08,F2F,8,7
C008378,R031,H0089,P004,2026-04-08,F2F,25,5
C008379,R031,H0275,P002,2025-11-29,Virtual,21,5
C008380,R031,H0128,P001,2026-03-20,F2F,31,4
C008381,R031,H0068,P004,2025-06-07,Virtual,34,6
C008382,R031,H0018,P005,2025-06-30,Virtual,12,1
C008383,R031,H0304,P003,2025-07-12,F2F,28,0
C008384,R031,H0122,P005,2026-02-17,F2F,13,7
C008385,R031,H0079,P005,2025-08-31,F2F,28,3
C008386,R031,H0399,P001,2026-03-12,F2F,17,7
C008387,R031,H0399,P002,2025-12-06,F2F,14,0
C008388,R031,H0214,P005,2026-02-24,Virtual,17,0
C008389,R031,H0119,P003,2025-09-23,Virtual,22,6
C008390,R031,H0128,P001,2025-10-05,F2F,14,4
C008391,R031,H0121,P003,2025-08-25,F2F,11,3
C008392,R031,H0448,P003,2025-11-13,F2F,20,7
C008393,R031,H0381,P001,2025-08-15,F2F,34,0
C008394,R031,H0008,P002,2025-08-19,F2F,5,5
C008395,R031,H0103,P005,2026-04-03,F2F,24,0
C008396,R031,H0122,P001,2025-06-24,F2F,24,2
C008397,R031,H0381,P002,2026-03-15,F2F,8,4
C008398,R031,H0222,P004,2026-04-17,F2F,22,5
C008399,R031,H0326,P005,2026-03-10,F2F,6,3
C008400,R031,H0363,P005,2025-08-16,Virtual,10,3
C008401,R031,H0160,P003,2026-04-20,F2F,15,2
C008402,R031,H0237,P002,2025-11-26,F2F,16,7
C008403,R031,H0411,P001,2025-05-06,F2F,31,8
C008404,R031,H0089,P005,2025-05-21,F2F,27,6
C008405,R031,H0326,P004,2025-06-03,F2F,34,5
C008406,R031,H0324,P005,2025-08-20,F2F,30,4
C008407,R031,H0160,P004,2025-08-13,F2F,16,0
C008408,R031,H0079,P001,2025-11-01,Virtual,16,3
C008409,R031,H0129,P004,2025-12-13,F2F,11,7
C008410,R031,H0411,P002,2026-01-23,Virtual,10,5
C008411,R031,H0065,P003,2026-04-17,F2F,6,4
C008412,R031,H0079,P005,2026-02-18,F2F,13,0
C008413,R031,H0072,P004,2025-09-01,F2F,28,8
C008414,R031,H0320,P003,2026-01-16,F2F,12,2
C008415,R031,H0068,P001,2025-10-05,F2F,20,4
C008416,R031,H0126,P004,2026-02-27,F2F,25,1
C008417,R031,H0262,P004,2025-07-19,F2F,29,5
C008418,R031,H0123,P004,2026-04-30,Virtual,32,8
C008419,R031,H0195,P004,2025-05-26,F2F,9,8
C008420,R031,H0089,P004,2026-04-15,F2F,6,7
C008421,R031,H0374,P003,2025-08-02,F2F,32,7
C008422,R031,H0072,P003,2025-10-03,F2F,30,1
C008423,R031,H0093,P005,2025-08-16,F2F,10,5
C008424,R031,H0121,P002,2025-08-21,F2F,13,2
C008425,R031,H0214,P003,2026-04-05,F2F,10,5
C008426,R031,H0483,P001,2026-04-12,Virtual,31,5
C008427,R031,H0021,P001,2025-07-22,F2F,20,0
C008428,R031,H0481,P001,2025-10-24,Virtual,20,7
C008429,R031,H0091,P004,2026-01-28,F2F,13,8
C008430,R031,H0312,P002,2025-07-16,F2F,22,4
C008431,R031,H0389,P004,2025-07-25,F2F,30,5
C008432,R031,H0458,P002,2025-06-26,Virtual,5,2
C008433,R031,H0364,P005,2025-05-16,Virtual,19,3
C008434,R031,H0399,P004,2025-11-04,Virtual,11,4
C008435,R031,H0103,P001,2025-06-19,F2F,13,7
C008436,R031,H0151,P002,2026-04-29,F2F,34,0
C008437,R031,H0249,P002,2025-06-05,F2F,16,8
C008438,R031,H0262,P002,2025-07-06,F2F,31,4
C008439,R031,H0151,P005,2025-07-25,F2F,30,6
C008440,R031,H0275,P003,2025-07-27,F2F,32,0
C008441,R031,H0397,P003,2025-06-10,F2F,20,8
C008442,R031,H0275,P004,2025-10-01,F2F,25,0
C008443,R031,H0128,P005,2025-11-21,Virtual,9,5
C008444,R031,H0195,P002,2025-12-18,F2F,15,1
C008445,R031,H0389,P002,2026-02-04,F2F,24,2
C008446,R031,H0374,P004,2026-02-13,Virtual,18,0
C008447,R031,H0312,P004,2025-10-31,F2F,24,6
C008448,R031,H0079,P005,2025-08-14,Virtual,35,1
C008449,R031,H0065,P005,2025-10-14,Virtual,9,1
C008450,R031,H0018,P003,2025-12-08,Virtual,26,4
C008451,R031,H0080,P001,2026-03-08,F2F,7,3
C008452,R031,H0121,P002,2025-05-16,F2F,24,7
C008453,R031,H0364,P003,2025-07-11,F2F,25,4
C008454,R031,H0121,P003,2025-09-02,F2F,32,1
C008455,R031,H0365,P003,2026-02-27,F2F,34,8
C008456,R031,H0068,P002,2025-07-08,F2F,23,5
C008457,R031,H0354,P004,2025-07-20,F2F,6,3
C008458,R031,H0458,P005,2026-04-06,Virtual,30,0
C008459,R031,H0363,P003,2025-11-30,Virtual,30,2
C008460,R031,H0320,P005,2025-08-18,F2F,15,2
C008461,R031,H0485,P002,2025-05-17,Virtual,22,2
C008462,R031,H0018,P002,2025-10-11,F2F,26,2
C008463,R031,H0122,P005,2025-05-25,F2F,31,2
C008464,R031,H0214,P004,2026-04-06,F2F,14,7
C008465,R031,H0411,P002,2025-05-11,Virtual,14,5
C008466,R031,H0121,P004,2025-10-31,F2F,9,7
C008467,R031,H0119,P004,2025-09-13,F2F,18,5
C008468,R031,H0009,P001,2026-04-03,F2F,32,8
C008469,R031,H0103,P002,2025-05-07,F2F,13,8
C008470,R031,H0275,P005,2025-11-29,F2F,22,0
C008471,R031,H0079,P003,2025-05-17,Virtual,8,5
C008472,R031,H0249,P001,2025-11-27,Virtual,16,2
C008473,R031,H0214,P003,2025-12-09,F2F,14,7
C008474,R031,H0249,P002,2025-10-05,Virtual,15,8
C008475,R031,H0483,P004,2025-09-29,Virtual,10,1
C008476,R031,H0481,P005,2025-08-07,F2F,28,3
C008477,R031,H0059,P004,2025-06-24,F2F,15,2
C008478,R031,H0195,P002,2025-07-07,F2F,29,4
C008479,R031,H0128,P004,2025-06-21,F2F,23,3
C008480,R031,H0079,P005,2026-01-03,F2F,27,8
C008481,R031,H0448,P005,2025-08-28,F2F,12,3
C008482,R031,H0374,P004,2025-12-17,Virtual,7,1
C008483,R031,H0121,P002,2025-11-20,Virtual,26,4
C008484,R031,H0008,P001,2025-10-29,F2F,29,7
C008485,R031,H0251,P004,2026-04-05,F2F,24,8
C008486,R031,H0448,P002,2025-07-20,Virtual,24,1
C008487,R031,H0008,P003,2026-01-15,F2F,24,1
C008488,R031,H0089,P003,2025-12-27,F2F,7,8
C008489,R031,H0481,P002,2026-01-05,F2F,25,1
C008490,R032,H0347,P001,2026-04-30,F2F,20,4
C008491,R032,H0111,P002,2025-11-10,F2F,19,4
C008492,R032,H0140,P002,2026-01-31,F2F,21,0
C008493,R032,H0170,P005,2025-12-15,F2F,27,4
C008494,R032,H0419,P001,2025-06-25,F2F,13,6
C008495,R032,H0266,P005,2025-09-12,F2F,18,4
C008496,R032,H0423,P001,2025-07-31,F2F,12,8
C008497,R032,H0049,P003,2026-02-25,F2F,19,2
C008498,R032,H0325,P001,2025-08-23,Virtual,19,0
C008499,R032,H0055,P001,2025-10-26,F2F,7,3
C008500,R032,H0086,P005,2025-07-14,Virtual,19,6
C008501,R032,H0362,P003,2026-02-08,F2F,29,2
C008502,R032,H0086,P004,2026-02-02,F2F,27,4
C008503,R032,H0409,P002,2025-10-16,Virtual,7,3
C008504,R032,H0478,P002,2026-01-03,F2F,20,0
C008505,R032,H0039,P003,2025-05-15,F2F,32,1
C008506,R032,H0419,P002,2026-01-29,F2F,14,3
C008507,R032,H0338,P005,2025-12-12,F2F,21,1
C008508,R032,H0419,P004,2026-01-01,F2F,14,2
C008509,R032,H0244,P001,2025-07-18,F2F,7,7
C008510,R032,H0140,P004,2026-04-25,F2F,10,0
C008511,R032,H0207,P002,2026-03-14,F2F,17,1
C008512,R032,H0140,P004,2026-01-18,F2F,8,1
C008513,R032,H0236,P004,2025-05-26,F2F,9,1
C008514,R032,H0114,P003,2025-05-24,F2F,34,3
C008515,R032,H0200,P003,2025-07-03,F2F,9,5
C008516,R032,H0419,P005,2025-05-27,F2F,20,1
C008517,R032,H0074,P003,2026-04-17,F2F,17,0
C008518,R032,H0199,P005,2026-03-20,F2F,13,2
C008519,R032,H0338,P004,2025-05-30,F2F,28,8
C008520,R032,H0442,P005,2025-11-30,F2F,33,2
C008521,R032,H0349,P001,2025-09-16,F2F,27,7
C008522,R032,H0379,P003,2025-07-17,F2F,35,8
C008523,R032,H0266,P001,2025-11-17,Virtual,14,5
C008524,R032,H0398,P004,2025-09-25,F2F,25,6
C008525,R032,H0272,P005,2026-04-23,Virtual,14,2
C008526,R032,H0478,P001,2025-11-01,Virtual,21,8
C008527,R032,H0044,P001,2025-05-09,F2F,9,5
C008528,R032,H0140,P004,2025-08-16,F2F,10,7
C008529,R032,H0074,P004,2026-03-18,F2F,5,8
C008530,R032,H0114,P005,2025-11-09,Virtual,20,5
C008531,R032,H0244,P001,2025-05-17,F2F,18,1
C008532,R032,H0362,P002,2026-03-27,Virtual,18,8
C008533,R032,H0419,P004,2025-08-08,Virtual,25,5
C008534,R032,H0054,P003,2025-10-11,F2F,26,5
C008535,R032,H0398,P001,2025-09-25,F2F,17,8
C008536,R032,H0451,P002,2026-03-21,F2F,14,2
C008537,R032,H0264,P004,2026-02-09,F2F,17,5
C008538,R032,H0044,P003,2025-12-21,F2F,14,0
C008539,R032,H0484,P005,2026-01-10,F2F,35,7
C008540,R032,H0379,P004,2025-06-26,F2F,19,5
C008541,R032,H0379,P002,2025-11-03,Virtual,34,1
C008542,R032,H0200,P005,2026-01-20,F2F,21,2
C008543,R032,H0266,P002,2026-02-12,F2F,9,1
C008544,R032,H0272,P005,2026-04-21,F2F,23,4
C008545,R032,H0266,P002,2025-12-26,F2F,33,6
C008546,R032,H0423,P002,2025-10-16,Virtual,34,3
C008547,R032,H0248,P002,2025-08-25,F2F,28,5
C008548,R032,H0349,P005,2025-11-12,F2F,16,4
C008549,R032,H0170,P001,2026-02-26,F2F,30,2
C008550,R032,H0266,P004,2025-10-11,F2F,5,4
C008551,R032,H0379,P001,2026-04-02,Virtual,30,0
C008552,R032,H0236,P004,2026-01-05,F2F,27,4
C008553,R032,H0264,P004,2025-12-28,F2F,21,5
C008554,R032,H0049,P002,2025-10-21,Virtual,12,4
C008555,R032,H0379,P003,2025-07-30,F2F,26,7
C008556,R032,H0264,P004,2026-04-09,F2F,13,2
C008557,R032,H0003,P002,2026-04-03,F2F,33,2
C008558,R032,H0266,P001,2025-08-30,F2F,5,3
C008559,R032,H0236,P004,2026-03-10,F2F,21,5
C008560,R032,H0140,P002,2025-06-30,Virtual,30,5
C008561,R032,H0233,P001,2025-12-08,F2F,25,6
C008562,R032,H0114,P004,2026-01-24,F2F,21,5
C008563,R032,H0306,P004,2025-11-17,F2F,24,3
C008564,R032,H0347,P003,2026-01-04,F2F,23,3
C008565,R032,H0055,P003,2025-12-20,F2F,7,1
C008566,R032,H0057,P002,2025-08-04,F2F,9,2
C008567,R032,H0140,P005,2025-06-20,F2F,12,2
C008568,R032,H0074,P005,2025-06-03,Virtual,13,6
C008569,R032,H0451,P003,2025-05-03,F2F,5,4
C008570,R032,H0306,P003,2026-02-23,F2F,21,7
C008571,R032,H0189,P001,2025-11-28,Virtual,13,0
C008572,R032,H0054,P001,2025-10-26,F2F,10,3
C008573,R032,H0442,P005,2025-07-03,F2F,20,1
C008574,R032,H0379,P002,2026-02-21,F2F,35,8
C008575,R032,H0074,P004,2025-12-26,F2F,14,8
C008576,R032,H0451,P004,2025-10-24,Virtual,26,1
C008577,R032,H0306,P002,2025-08-20,Virtual,14,7
C008578,R032,H0266,P005,2025-10-27,F2F,28,1
C008579,R032,H0474,P001,2025-05-28,Virtual,27,5
C008580,R032,H0311,P001,2026-01-18,F2F,33,7
C008581,R032,H0248,P001,2025-10-02,F2F,30,7
C008582,R032,H0349,P003,2025-08-14,F2F,10,1
C008583,R032,H0266,P002,2026-02-01,F2F,8,4
C008584,R032,H0362,P001,2026-01-29,Virtual,12,1
C008585,R032,H0074,P003,2025-07-09,Virtual,30,5
C008586,R032,H0409,P003,2025-09-20,Virtual,20,1
C008587,R032,H0044,P004,2025-09-20,F2F,19,6
C008588,R032,H0451,P001,2025-05-04,F2F,18,4
C008589,R032,H0207,P004,2026-03-11,F2F,29,6
C008590,R032,H0074,P003,2025-06-26,F2F,18,0
C008591,R032,H0362,P003,2025-10-03,Virtual,7,1
C008592,R032,H0140,P001,2025-11-09,Virtual,31,4
C008593,R032,H0419,P002,2025-10-09,F2F,7,6
C008594,R032,H0349,P002,2025-05-10,F2F,35,7
C008595,R032,H0057,P003,2025-08-26,F2F,12,1
C008596,R032,H0140,P004,2025-07-08,Virtual,29,2
C008597,R032,H0248,P003,2026-04-30,F2F,31,2
C008598,R032,H0478,P004,2026-03-01,Virtual,23,1
C008599,R032,H0049,P003,2026-04-11,F2F,32,3
C008600,R032,H0088,P005,2025-12-30,Virtual,26,4
C008601,R032,H0114,P004,2026-04-18,Virtual,26,5
C008602,R032,H0140,P001,2026-04-29,F2F,33,6
C008603,R032,H0409,P002,2025-07-14,F2F,28,7
C008604,R032,H0325,P003,2025-11-13,F2F,28,5
C008605,R032,H0199,P002,2025-05-16,F2F,28,5
C008606,R032,H0325,P001,2026-02-11,Virtual,13,0
C008607,R032,H0306,P003,2026-02-24,Virtual,9,8
C008608,R032,H0236,P004,2025-10-06,Virtual,17,4
C008609,R032,H0189,P005,2026-03-29,F2F,17,6
C008610,R032,H0054,P002,2025-11-17,F2F,31,4
C008611,R032,H0189,P003,2025-12-24,F2F,20,2
C008612,R032,H0236,P001,2025-07-10,Virtual,35,4
C008613,R032,H0306,P002,2025-10-06,Virtual,31,8
C008614,R032,H0451,P002,2026-01-05,F2F,13,0
C008615,R032,H0349,P003,2025-05-02,F2F,18,8
C008616,R032,H0272,P004,2025-06-28,F2F,23,6
C008617,R032,H0114,P001,2026-04-06,Virtual,28,1
C008618,R032,H0003,P003,2026-04-18,F2F,23,4
C008619,R032,H0379,P002,2025-05-13,F2F,7,5
C008620,R032,H0347,P003,2025-09-11,F2F,20,3
C008621,R032,H0049,P005,2025-05-30,Virtual,30,0
C008622,R032,H0409,P001,2026-01-25,Virtual,30,2
C008623,R032,H0111,P002,2026-04-26,F2F,30,5
C008624,R032,H0442,P001,2025-07-31,Virtual,10,3
C008625,R032,H0423,P002,2025-12-19,F2F,14,2
C008626,R032,H0170,P004,2026-03-11,F2F,9,4
C008627,R032,H0362,P002,2025-10-07,Virtual,25,0
C008628,R032,H0478,P004,2026-01-20,F2F,29,5
C008629,R032,H0442,P002,2026-01-17,F2F,20,3
C008630,R032,H0057,P002,2026-04-28,Virtual,26,4
C008631,R032,H0442,P002,2025-12-28,Virtual,11,0
C008632,R032,H0325,P003,2025-12-13,F2F,8,8
C008633,R032,H0325,P002,2025-07-20,F2F,13,0
